PropertyPath;ElementID;ElementName;ElementAdmin;AssociateElementID;CategoryID;Unit;LowerLimit;UpperLimit;ReadMaskingLevel;WriteMaskingLevel;Description;VID;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[19].OverrideOCRDirection;20000998;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[19].OverrideOCRMode;20000996;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[19].OverrideOCRType;20000997;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[19].OverrideWaferType;20000995;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[2].IsOverrideEnable;20000892;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[2].Label;20000891;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[2].OverrideOCRDirection;20000896;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[2].OverrideOCRMode;20000894;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[2].OverrideOCRType;20000895;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[2].OverrideWaferType;20000893;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[20].IsOverrideEnable;20001000;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[20].Label;20000999;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[20].OverrideOCRDirection;20001004;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[20].OverrideOCRMode;20001002;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[20].OverrideOCRType;20001003;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[20].OverrideWaferType;20001001;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[21].IsOverrideEnable;20001006;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[21].Label;20001005;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[21].OverrideOCRDirection;20001010;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[21].OverrideOCRMode;20001008;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[21].OverrideOCRType;20001009;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[21].OverrideWaferType;20001007;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[22].IsOverrideEnable;20001012;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[22].Label;20001011;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[22].OverrideOCRDirection;20001016;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[22].OverrideOCRMode;20001014;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[22].OverrideOCRType;20001015;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[22].OverrideWaferType;20001013;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[23].IsOverrideEnable;20001018;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[23].Label;20001017;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[23].OverrideOCRDirection;20001022;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[23].OverrideOCRMode;20001020;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[23].OverrideOCRType;20001021;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[23].OverrideWaferType;20001019;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[24].IsOverrideEnable;20001024;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[24].Label;20001023;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[24].OverrideOCRDirection;20001028;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[24].OverrideOCRMode;20001026;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[24].OverrideOCRType;20001027;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[24].OverrideWaferType;20001025;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[3].IsOverrideEnable;20000898;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[3].Label;20000897;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[3].OverrideOCRDirection;20000902;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[3].OverrideOCRMode;20000900;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[3].OverrideOCRType;20000901;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[3].OverrideWaferType;20000899;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[4].IsOverrideEnable;20000904;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[4].Label;20000903;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[4].OverrideOCRDirection;20000908;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[4].OverrideOCRMode;20000906;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[4].OverrideOCRType;20000907;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[4].OverrideWaferType;20000905;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[5].IsOverrideEnable;20000910;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[5].Label;20000909;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[5].OverrideOCRDirection;20000914;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[5].OverrideOCRMode;20000912;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[5].OverrideOCRType;20000913;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[5].OverrideWaferType;20000911;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[6].IsOverrideEnable;20000916;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[6].Label;20000915;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[6].OverrideOCRDirection;20000920;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[6].OverrideOCRMode;20000918;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[6].OverrideOCRType;20000919;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[6].OverrideWaferType;20000917;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[7].IsOverrideEnable;20000922;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[7].Label;20000921;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[7].OverrideOCRDirection;20000926;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[7].OverrideOCRMode;20000924;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[7].OverrideOCRType;20000925;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[7].OverrideWaferType;20000923;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[8].IsOverrideEnable;20000928;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[8].Label;20000927;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[8].OverrideOCRDirection;20000932;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[8].OverrideOCRMode;20000930;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[8].OverrideOCRType;20000931;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[8].OverrideWaferType;20000929;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[9].IsOverrideEnable;20000934;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[9].Label;20000933;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[9].OverrideOCRDirection;20000938;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[9].OverrideOCRMode;20000936;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[9].OverrideOCRType;20000937;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotDevice[9].OverrideWaferType;20000935;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].SlotSize;20000867;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CassetteDevice[0].WaferThickness;20000868;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.ChuckDevice[0].Label;20001134;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.ChuckDevice[0].LoadingNotchAngle;20001135;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CognexOCRDevice[0].Label;20001032;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CognexOCRDevice[0].OffsetU;20001033;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CognexOCRDevice[0].OffsetV;20001035;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.CognexOCRDevice[0].OffsetW;20001034;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[0].AllocateDeviceInfo.DeviceName;20001143;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[0].AllocateDeviceInfo.NotchAngle;20001144;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[0].AllocateDeviceInfo.OCRDirection;20001142;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[0].AllocateDeviceInfo.OCRMode;20001140;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[0].AllocateDeviceInfo.OCRType;20001141;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[0].AllocateDeviceInfo.Size;20001138;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[0].AllocateDeviceInfo.SlotNotchAngle;20001145;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[0].AllocateDeviceInfo.Type;20001137;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[0].AllocateDeviceInfo.WaferType;20001139;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[0].Label;20001136;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[1].AllocateDeviceInfo.DeviceName;20001153;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[1].AllocateDeviceInfo.NotchAngle;20001154;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[1].AllocateDeviceInfo.OCRDirection;20001152;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[1].AllocateDeviceInfo.OCRMode;20001150;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[1].AllocateDeviceInfo.OCRType;20001151;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[1].AllocateDeviceInfo.Size;20001148;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[1].AllocateDeviceInfo.SlotNotchAngle;20001155;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[1].AllocateDeviceInfo.Type;20001147;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[1].AllocateDeviceInfo.WaferType;20001149;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[1].Label;20001146;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[2].AllocateDeviceInfo.DeviceName;20001163;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[2].AllocateDeviceInfo.NotchAngle;20001164;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[2].AllocateDeviceInfo.OCRDirection;20001162;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[2].AllocateDeviceInfo.OCRMode;20001160;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[2].AllocateDeviceInfo.OCRType;20001161;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[2].AllocateDeviceInfo.Size;20001158;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[2].AllocateDeviceInfo.SlotNotchAngle;20001165;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[2].AllocateDeviceInfo.Type;20001157;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[2].AllocateDeviceInfo.WaferType;20001159;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[2].Label;20001156;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[3].AllocateDeviceInfo.DeviceName;20001173;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[3].AllocateDeviceInfo.NotchAngle;20001174;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[3].AllocateDeviceInfo.OCRDirection;20001172;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[3].AllocateDeviceInfo.OCRMode;20001170;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[3].AllocateDeviceInfo.OCRType;20001171;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[3].AllocateDeviceInfo.Size;20001168;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[3].AllocateDeviceInfo.SlotNotchAngle;20001175;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[3].AllocateDeviceInfo.Type;20001167;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[3].AllocateDeviceInfo.WaferType;20001169;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[3].Label;20001166;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[4].AllocateDeviceInfo.DeviceName;20001183;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[4].AllocateDeviceInfo.NotchAngle;20001184;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[4].AllocateDeviceInfo.OCRDirection;20001182;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[4].AllocateDeviceInfo.OCRMode;20001180;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[4].AllocateDeviceInfo.OCRType;20001181;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[4].AllocateDeviceInfo.Size;20001178;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[4].AllocateDeviceInfo.SlotNotchAngle;20001185;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[4].AllocateDeviceInfo.Type;20001177;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[4].AllocateDeviceInfo.WaferType;20001179;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.FixedTrayDevice[4].Label;20001176;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
GP_LoaderController.LoaderDeviceParameter.InspectionTrayDevice[0].AllocateDeviceInfo.DeviceName;20001193;EMPTY;EMPTY;EMPTY;EMPTY;EMPTY;0;0;100;100;EMPTY;;
